track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Grown Men Don't Cry,Tim McGraw,0.657,0.513,10,-8.514,1,0.024,0.199,0,0.0994,0.56,101.815,235760,4,114.14422,7,1
Heavy Crowns,Half the World,0.555,0.86,3,-5.93,0,0.0795,0.000791,0.0011,0.362,0.963,75.969,42721,4,0,2,0
Walking Away,Craig David,0.596,0.686,9,-6.371,0,0.0345,0.196,0,0.121,0.815,172.835,204867,4,27.08082,9,1
Time To Rock 'n' Roll,Spoonful Of Blues,0.517,0.837,9,-4.284,1,0.0355,0.208,0.179,0.351,0.645,127.364,259920,4,61.0148,12,0
Journey From The Death Of A Friend,Terry Riley,0.192,0.282,2,-16.063,0,0.0366,0.956,0.96,0.109,0.141,94.277,1108053,1,98.94223,38,0
Punk Rawk Show (Ten Years And Running Album Version),MxPx,0.306,0.877,7,-4.24,1,0.123,0.00529,0,0.0904,0.703,105.783,145827,4,35.65993,7,0
Break,Three Days Grace,0.578,0.897,0,-3.906,1,0.0357,0.000666,0,0.0924,0.737,115.491,193107,4,36.39704,7,1
Racing Against the Sunset,Philip Wesley,0.403,0.152,11,-22.514,0,0.0391,0.992,0.881,0.105,0.194,73.249,292573,4,40.21363,13,0
The Rock Show,Blink-182,0.41,0.959,9,-4.563,1,0.0869,0.000324,0,0.0766,0.83,193.155,171600,4,23.18083,10,1
Jack The Ripper,The Horrors,0.157,0.922,0,-6.494,1,0.086,2.99e-06,0.575,0.273,0.163,101.964,179813,4,52.05347,9,0
Big Man in Town - 2006 Remaster,Frankie Valli & The Four Seasons,0.562,0.664,1,-5.947,1,0.0309,0.694,0,0.161,0.364,113.608,164267,4,45.89129,7,0
Totem Ancestor,John Cage,0.325,0.124,10,-25.141,1,0.0356,0.953,0.918,0.079,0.387,179.32,128560,4,44.47907,5,0
Are You Really on Drugs?,The Clean,0.624,0.549,7,-8.506,1,0.0325,0.00214,0.873,0.367,0.432,122.218,166653,4,19.89272,9,0
She Was,Mark Chesnutt,0.398,0.54,3,-9.31,1,0.0276,0.0118,0,0.0684,0.447,177.168,201173,4,24.843,13,1
Kamakshi,E. Gayathri,0.547,0.625,4,-7.864,0,0.0917,0.815,0.803,0.229,0.731,154.992,1099333,4,19.88178,42,0
Party Like A Rockstar,Shop Boyz,0.619,0.709,7,-4.633,1,0.0395,0.00558,0,0.507,0.68,144.972,253400,4,22.8121,13,1
I Just Wanna Live,Good Charlotte,0.803,0.83,10,-4.636,0,0.0356,0.0144,0,0.103,0.935,111.033,166053,4,33.54835,6,1
Thong Song,Sisqo,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,4,48.19656,10,1
"Le Marteau sans Maître: Avant ""l'Artisanat furieux""",Pierre Boulez,0.337,0.0312,5,-29.296,0,0.0488,0.975,0.182,0.257,0.296,173.132,114920,3,39.02704,7,0
To Your Town,ASIAN KUNG-FU GENERATION,0.517,0.89,1,-4.763,1,0.0353,0.00243,5.23e-06,0.0623,0.699,155.049,215867,4,34.7296,10,0
Tight Pants,The Stooges,0.281,0.957,5,-5.564,1,0.222,0.012,0.523,0.383,0.59,84.642,131440,4,65.73412,4,0
Run It!,Chris Brown,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,229867,4,90.86203,9,1
You Used To Hold Me,Calvin Harris,0.618,0.969,11,-6.039,0,0.0413,0.0231,1.27e-06,0.316,0.19,128.964,231133,4,119.86652,7,0
I Will Be,Leona Lewis,0.406,0.6,7,-4.157,1,0.0298,0.132,0,0.15,0.205,149.987,238640,4,29.675,11,1
Malfunction,Cro-Mags,0.237,0.955,0,-4.334,1,0.0997,0.000138,0.989,0.247,0.452,78.898,223504,4,49.80818,11,0
Night Time,The xx,0.68,0.391,11,-11.754,0,0.032,0.509,0.186,0.122,0.137,122.007,216853,4,31.77496,8,0
Just Lose It,Eminem,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,4,50.18419,11,1
Destructor,Slaughter Lord,0.177,0.963,9,-10.467,1,0.124,3.03e-06,0.843,0.322,0.038,115.56,248440,4,45.74978,10,0
Will 2K,Will Smith Featuring K-Ci,0.827,0.783,9,-3.918,0,0.0869,0.0692,0,0.628,0.832,117.934,233907,4,77.23124,10,1
Ocean Avenue,Yellowcard,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4,28.46626,10,1
Happy,Leona Lewis,0.492,0.641,0,-5.296,1,0.0448,0.459,0,0.0809,0.235,76.07,242093,4,27.76869,9,1
Kiss The Rain,Yiruma,0.559,0.0519,8,-22.616,1,0.0423,0.99,0.905,0.117,0.182,132.694,260653,4,19.74852,13,0
The First Rebirth - Sunbeam Remix,Trance Allstars,0.492,0.985,11,-6.433,1,0.0459,0.00014,0.978,0.0441,0.373,144.992,207893,4,23.16087,13,0
She's A Rejecter,of Montreal,0.626,0.916,5,-4.801,1,0.0505,0.0117,0.0407,0.0654,0.383,127.001,242947,4,39.28089,9,0
Just Like Me,Jamie Foxx Featuring T.I.,0.755,0.713,11,-4.753,0,0.15,0.151,0,0.269,0.741,151.047,206093,5,26.01077,12,1
Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360,4,40.01727,10,1
Lost,Gorilla Zoe,0.722,0.564,0,-7.476,0,0.0668,0.0162,0.176,0.351,0.553,136.039,287187,4,57.41513,11,1
Gotta Man,Eve,0.8,0.867,5,-4.001,0,0.133,0.165,0.000352,0.114,0.926,90.53,264733,4,29.81267,12,1
Bust It Baby Part 2,Plies Featuring Ne-Yo,0.672,0.809,5,-6.234,0,0.0999,0.0406,0,0.38,0.754,78.983,230800,4,71.38523,13,1
I'll Take That As A Yes (The Hot Tub Song),Phil Vassar,0.653,0.76,7,-3.774,1,0.0284,0.0533,0,0.505,0.59,91.845,206147,4,28.11322,12,1
Hold It Down,Madball,0.36,0.984,7,-3.511,1,0.155,0.0027,0,0.105,0.231,97.76,139733,4,35.75537,7,0
Bury the Hatchet,Ghoul,0.24,0.917,9,-8.708,1,0.0595,2.86e-05,0.826,0.592,0.496,93.76,175693,4,53.22095,10,0
Since I Fell For You (Featuring Mike Noyce),Eau Claire Memorial Jazz I,0.384,0.54,7,-10.939,0,0.0615,0.682,0.00771,0.832,0.394,95.095,278067,1,72.46079,11,0
In Trance,Kosmonova,0.722,0.882,0,-8.279,1,0.0524,0.0063,0.893,0.0521,0.797,139.984,454787,4,41.3452,18,0
This One's For The Girls,Martina McBride,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,243160,4,31.22151,11,1
The Last Samurai,Koan,0.569,0.675,1,-9.815,0,0.0405,0.00178,0.938,0.159,0.213,160,392641,4,36.78104,17,0
Mistress of Pain,Death Angel,0.222,0.991,0,-3.066,1,0.149,7.38e-06,0.00383,0.484,0.266,105.746,244227,4,127.73056,8,0
Waiting For Tonight,Jennifer Lopez,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,246427,4,32.08721,14,1
Carrasco do Metal,Farscape,0.265,0.987,9,-4.678,1,0.0511,9.45e-05,0.0813,0.674,0.275,94.034,178093,4,35.29413,9,0
Very Busy People,The Limousines,0.621,0.823,0,-3.96,1,0.029,0.268,2.64e-05,0.114,0.592,115.012,246520,4,83.82836,8,0
What Was I Thinkin',Dierks Bentley,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,4,18.19507,13,1
Burnin' Up,Jonas Brothers,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114,175093,4,25.44741,6,1
The Chemicals Between Us,Bush,0.512,0.958,7,-3.979,1,0.16,0.00317,0.0403,0.295,0.39,97.715,217493,4,32.66862,9,1
Take A Picture,Filter,0.541,0.775,2,-8.041,1,0.0297,0.00151,0.000222,0.178,0.271,98.992,363800,4,40.22105,10,1
Me Dijiste,Tex Tex,0.667,0.684,6,-8.005,1,0.031,0.283,0,0.147,0.899,140.704,210667,4,37.55696,10,0
Fix You,Coldplay,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,295533,4,36.25393,13,1
My Heart Beats Like A Drum (Dam Dam Dam) - International Radio Edit,A Touch Of Class,0.719,0.864,11,-7.882,0,0.0295,0.0482,0.00035,0.0855,0.859,132.115,235079,4,29.39884,13,0
Be Without You,Mary J. Blige,0.724,0.705,2,-5.859,0,0.112,0.067,0,0.262,0.662,146.589,246333,4,32.36391,12,1
I Like It,Sammie,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,251040,4,58.86998,7,1
Kick Push,Lupe Fiasco,0.652,0.809,5,-5.276,1,0.17,0.164,0,0.175,0.512,94.786,254466,4,27.9259,14,1
How Far We've Come,matchbox twenty,0.566,0.906,0,-5.092,1,0.0642,0.00452,0,0.21,0.787,83,212253,4,46.71176,10,1
Rhthm & Soul,Spoon,0.738,0.902,9,-6.568,0,0.0279,0.0288,0.000143,0.138,0.934,129.836,211187,4,26.44992,10,0
Stone Cold Metal,Ensiferum,0.522,0.947,8,-6.684,1,0.0801,0.00161,0.344,0.149,0.266,139.987,445480,4,63.16299,16,0
Hi-Tech Jazz,Galaxy 2 Galaxy,0.643,0.741,4,-12.522,1,0.0428,0.008,0.614,0.0909,0.504,126.448,336160,4,32.45153,16,0
Everytime,Britney Spears,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230307,4,36.96299,10,1
So Far Away,Staind,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,243573,3,49.8949,8,1
Don't Think I Can't Love You,Jake Owen,0.435,0.558,10,-5.423,1,0.0342,0.26,0,0.245,0.203,115.742,185107,3,39.10714,9,1
Last One Standing,Emerson Drive,0.606,0.844,0,-5.497,1,0.0552,0.11,2.86e-06,0.14,0.585,118.966,210827,4,30.98615,9,1
Blood Bound,Hammerfall,0.435,0.942,11,-5.089,1,0.0783,0.0108,0.00156,0.0845,0.274,135.1,230600,4,50.70928,11,0
Hustler Musik,Lil Wayne,0.661,0.746,8,-2.223,0,0.25,0.36,0,0.454,0.678,83.939,303667,4,42.53889,13,1
Smile,Lonestar,0.467,0.492,7,-8.908,1,0.0295,0.234,0,0.113,0.156,74.945,213760,4,23.90774,11,1
You're the New Metalcore,Tiefighter,0.211,0.653,2,-3.985,1,0.0772,0.000174,0,0.581,0,152.211,15920,4,0,2,0
Do It Anyway,Steal Vybe,0.755,0.378,11,-12.573,1,0.069,0.00279,0.917,0.0233,0.87,128.006,453750,4,47.83069,16,0
Always,Saliva,0.363,0.906,1,-4.415,1,0.0615,0.0122,0,0.172,0.371,181.964,231200,4,54.83739,9,1
Nobody Wants A Lonely Heart,Arthur Russell,0.53,0.476,2,-9.597,1,0.0432,0.573,1.58e-05,0.316,0.501,133.489,146307,4,49.13994,7,0
Soffia la notte,Fabrizio Paterlini,0.302,0.405,4,-16.077,0,0.0388,0.978,0.927,0.124,0.213,110.259,204462,4,74.23036,7,0
Notorious,Synapscape,0.44,0.9,11,-6.251,0,0.0824,0.00097,0.976,0.948,0.0946,135.905,282240,4,64.37998,10,0
Girl All The Bad Guys Want,Bowling For Soup,0.582,0.829,2,-5.688,1,0.0465,0.000517,0,0.266,0.867,130.969,197800,4,46.44788,8,1
Toxic,A Static Lullaby,0.532,0.987,8,-5.03,1,0.16,3.89e-05,1.36e-05,0.072,0.338,143.016,200747,4,39.14878,9,0
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,0.743,0.948,0,-4.445,0,0.0893,0.122,0,0.112,0.614,130.024,312987,4,42.79389,17,1
God Of All,Twila Paris,0.279,0.492,4,-8.448,1,0.034,0.292,0.00107,0.112,0.261,171.541,304359,4,30.94139,17,0
Culo,Pitbull Featuring Lil Jon,0.858,0.656,6,-4.96,0,0.358,0.114,0,0.141,0.969,59.972,219080,4,21.50213,9,1
Slow,Kylie Minogue,0.772,0.845,6,-8.082,1,0.0468,0.0133,0.166,0.139,0.573,114.997,193667,4,42.85426,8,1
Cut It Upwards,Kelpe,0.634,0.573,10,-9.819,1,0.0298,0.187,0.821,0.133,0.126,113.999,394160,4,75.6021,14,0
Pocketful Of Sunshine,Natasha Bedingfield,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,202907,4,24.08364,9,1
Pinch Me,Barenaked Ladies,0.68,0.857,7,-4.132,1,0.0373,0.0151,2.88e-05,0.056,0.794,95.349,285160,4,34.93321,11,1
The Clock of Distant Dreams,Sephiroth,0.542,0.461,0,-18.824,1,0.0358,0.837,0.917,0.248,0.0983,84.008,385240,4,46.62841,14,0
Tuuli Varista - Folk Aesthetic Version,Tenhi,0.253,0.144,4,-21.83,0,0.0299,0.953,0.94,0.115,0.0364,77.927,462107,4,42.20739,13,0
We Can't Be Friends,Deborah Cox With R.L.,0.556,0.436,7,-7.906,1,0.0335,0.0409,0,0.119,0.0799,119.91,281200,4,32.25084,12,1
I Just Wanna Love U (Give It 2 Me),JAY-Z,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,227867,4,35.90928,9,1
I Rock the Gangsta Shit,Mr. Knightowl,0.728,0.791,0,-1.86,1,0.111,0.136,0,0.112,0.652,77.1,250467,4,64.05345,10,0
Wherever You Are,Jack Ingram,0.572,0.81,2,-5.629,1,0.0315,0.058,0,0.101,0.575,107.906,215560,4,18.74218,10,1
A Little Less Conversation,Elvis Presley vs JXL,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,211507,4,51.88069,10,1
Better As A Memory,Kenny Chesney,0.576,0.302,2,-11.845,1,0.033,0.433,3.3e-05,0.133,0.145,70.932,252707,4,27.44475,8,1
React,Erick Sermon Featuring Redman,0.584,0.894,9,-1.605,0,0.429,0.176,0,0.169,0.786,94.383,217840,4,18.48632,10,1
One One 4,Count Basic,0.713,0.633,7,-9.275,0,0.0316,0.204,0.015,0.0855,0.809,92.983,250400,4,41.654,12,0
Death Metal Victory,Unleashed,0.469,0.991,1,-3.92,1,0.071,2.02e-05,0.0581,0.232,0.588,126.039,131787,4,31.65054,9,0
Modern Day Bonnie And Clyde,Travis Tritt,0.647,0.874,9,-5.075,0,0.0337,0.101,1.79e-05,0.277,0.918,89.727,284173,4,19.69325,13,1
Koi no aibou kokoro no cupido,ONE OK ROCK,0.435,0.935,0,-3.546,0,0.0671,6.47e-05,2.93e-06,0.105,0.607,98.616,173467,4,56.00463,8,0
The Clansman - Live at Rock in Rio; 2015 Remastered Version,Iron Maiden,0.131,0.916,2,-6.651,1,0.138,0.0885,0.0302,0.714,0.27,78.142,559197,4,48.32688,18,0
Hottress,The Dreadnoughts,0.418,0.967,9,-4.895,1,0.196,0.00105,0.0181,0.26,0.414,174.065,216320,4,29.1589,11,0
Control,Puddle Of Mudd,0.444,0.913,6,-3.452,1,0.0992,0.00308,0,0.38,0.569,163.689,230067,4,45.2018,9,1
Rome,Les Savy Fav,0.334,0.683,0,-9.139,1,0.0458,0.000568,0.201,0.142,0.498,148.331,204347,4,51.003,9,0
Away From The Sun,3 Doors Down,0.532,0.686,0,-6.238,1,0.0254,0.0273,0,0.0903,0.304,131.962,231787,4,44.20771,9,1
Medley: The Joys Of Christmas/O Little Town Of Bethlehem/Deck The Halls/The First Noel,Harry Belafonte,0.26,0.18,3,-15.651,1,0.0903,0.965,1.03e-06,0.217,0.188,77.824,325240,4,39.06532,18,0
They Move on Tracks of Never-Ending Light,This Will Destroy You,0.645,0.188,6,-19.37,1,0.0377,0.546,0.836,0.0952,0.0748,119.999,416333,4,57.10846,14,0
Aspiration,After The Burial,0.325,0.958,6,-4.263,1,0.19,1.33e-05,0.143,0.0735,0.253,134.011,280733,4,86.65833,10,0
Sleazy Street,Sopwith Camel,0.528,0.454,5,-11.891,1,0.0376,0.0713,0.003,0.0677,0.628,123.825,329693,4,46.13636,16,0
Turn Me On,Kevin Lyttle Featuring Spragga Benz,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,192107,4,49.29236,11,1
Till Death Do Us Part,Deicide,0.255,0.978,10,-5.401,0,0.116,0.00129,0.376,0.161,0.036,128.999,254493,4,63.21063,12,0
Metal Postcard (Mittageisen) - Pathway Session,Siouxsie and the Banshees,0.705,0.703,11,-6.601,0,0.0331,0.0386,0.0237,0.113,0.673,101.427,243787,4,56.62404,11,0
Naihishinsho,ONE OK ROCK,0.476,0.866,4,-3.993,0,0.0463,0.00329,0,0.389,0.542,92.572,228507,4,43.22911,10,0
The Talkin' Song Repair Blues,Alan Jackson,0.469,0.607,2,-12.6,1,0.257,0.325,0,0.295,0.59,202.038,180373,4,30.48104,11,1
Toes,Zac Brown Band,0.8,0.759,11,-5.398,1,0.0378,0.655,0,0.0897,0.821,129.979,262773,4,29.42405,10,1
Jo Jo's Jacket,Stephen Malkmus,0.466,0.614,11,-9.08,1,0.0372,0.00751,0.292,0.0793,0.472,124.265,241507,4,30.03628,10,0
Swara Raga Sankarabharanam Adi Thyagaraja,Sheik Chinna Moulana,0.542,0.673,9,-7.8,1,0.0479,0.86,0.983,0.172,0.687,99.162,817240,4,21.2542,28,0
Beautiful Day,U2,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,246400,4,58.11767,7,1
She Was Just A Friend,Miri Ben-Ari,0.6,0.576,0,-4.036,1,0.145,0.156,1.6e-06,0.249,0.416,90.739,284560,4,35.90856,11,0
Sister Jack,Spoon,0.479,0.94,7,-4.111,1,0.0561,8.73e-05,5.29e-06,0.0868,0.743,132.55,215467,4,41.81646,12,0
Pompeii,E.S. Posthumus,0.603,0.913,0,-7.813,1,0.0276,0.175,0.754,0.39,0.556,87.046,220267,4,47.65097,11,0
Eclipsed,Evans Blue,0.5,0.854,8,-5.124,0,0.0415,0.0543,0,0.103,0.316,140.069,262640,4,41.85451,12,0
When I Grow Up,The Pussycat Dolls,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,245680,4,51.90841,9,1
Belly Dancer (Bananza),Akon,0.875,0.683,10,-5.88,0,0.124,0.0336,4.61e-06,0.705,0.685,104.848,240133,4,37.88198,12,1
Tears In The Typing Pool,Broadcast,0.318,0.149,9,-13.001,0,0.035,0.916,0.000154,0.118,0.368,145.913,132160,1,66.483,6,0
Breathe,Fabolous,0.713,0.91,10,-5.586,0,0.282,0.34,0,0.304,0.51,83.028,268960,4,18.81209,12,1
Can't Do Without,Peven Everett,0.757,0.878,10,-8.413,0,0.0841,0.588,3.58e-05,0.39,0.708,123.047,366080,4,20.6812,9,0
Island In The Sun,Harry Belafonte,0.322,0.383,2,-12.023,1,0.0514,0.868,0,0.36,0.575,65.939,201453,5,44.29931,8,0
Dance With Me,112,0.912,0.511,9,-6.365,1,0.203,0.0259,0,0.0442,0.611,101.628,231800,4,21.9168,10,1
Metál az isten,Rotor,0.456,0.919,8,-4.32,1,0.107,0.000663,0.000464,0.188,0.362,159.99,240493,4,31.67564,9,0
Lookin Boy,Hot Stylz Featuring Yung Joc,0.85,0.687,0,-5.995,0,0.308,0.213,0,0.0724,0.502,149.989,207013,4,42.35354,12,1
Magnificent,Rick Ross Featuring John Legend,0.631,0.755,7,-7.206,1,0.136,0.00733,0,0.0889,0.439,91.378,257480,4,23.26897,14,1
No Mercy,Ty Herndon,0.407,0.627,10,-6.769,1,0.03,0.112,0.000266,0.13,0.438,187.676,285960,4,46.22905,8,1
Improvisation 7,Joe Mcphee,0.707,0.296,1,-18.721,1,0.556,0.945,0.696,0.0245,0.71,130.483,162507,4,58.22997,5,0
Mortificação,Sarcasmo,0.247,0.99,2,-5.608,1,0.2,0.000255,0.0508,0.346,0.249,154.422,213120,4,64.19293,10,0
Where Were You (When The World Stopped Turning),Alan Jackson,0.623,0.387,0,-9.537,1,0.0316,0.549,0,0.0764,0.189,115.362,305093,4,29.03554,15,1
Punk Rock Ambulance,GBH,0.474,0.994,2,-4.954,1,0.0801,0.00669,0.45,0.137,0.433,107.147,194093,4,56.34708,10,0
Thunderground,The Darkraver,0.643,0.687,7,-11.34,1,0.0539,0.000576,0.0988,0.299,0.638,143.952,307652,4,19.27083,16,0
Kerosene,Miranda Lambert,0.628,0.92,7,-3.252,1,0.0287,0.00687,5.34e-05,0.337,0.808,126.998,185800,4,43.38067,6,1
Seven Nation Army,The White Stripes,0.737,0.463,0,-7.828,1,0.0792,0.00817,0.447,0.255,0.324,123.881,231733,4,48.06185,9,1
The Tower,Avantasia,0.358,0.898,1,-5.921,0,0.0527,3.53e-05,3.43e-05,0.113,0.189,157.883,583200,4,38.25458,18,0
Black Metal Is the Forest Calling‚Ä¶,Striborg,0.226,0.993,7,-7.956,0,0.0741,0.17,0.964,0.373,0.0113,118.964,459560,4,32.52776,22,0
Chicago Falcon,The Budos Band,0.584,0.949,11,-5.425,0,0.0515,0.00193,0.917,0.215,0.7,100.712,173320,4,67.79186,7,0
Where Are We Runnin'?,Lenny Kravitz,0.723,0.929,9,-4.156,0,0.0353,0.000452,0.125,0.235,0.965,130.03,161293,4,19.98878,9,1
Mamacita,Public Announcement,0.712,0.771,1,-4.069,0,0.351,0.0566,0,0.063,0.746,94.937,226267,4,29.56987,11,1
Fergalicious,Fergie,0.906,0.584,8,-7.72,0,0.316,0.0576,0,0.128,0.831,129.055,292373,4,46.31786,14,1
Right Here,Staind,0.492,0.646,10,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933,4,37.38733,9,1
The Bleeding Baroness,Candlemass,0.17,0.873,9,-3.234,1,0.0446,0.000109,0.00362,0.063,0.406,103.496,439520,4,45.29419,19,0
Curse The Gods,Destruction,0.295,0.991,2,-3.082,1,0.1,1.7e-06,0.688,0.093,0.469,100.939,315067,4,45.57095,17,0
You Are My Heart,Rex Williams,0.664,0.681,7,-7.458,1,0.0366,0.481,0.0232,0.225,0.604,97.501,193000,4,28.51983,7,0
Marco Polo,Bow Wow Featuring Soulja Boy Tell'em,0.872,0.695,5,-5.153,1,0.242,0.696,0,0.22,0.781,139.968,258577,4,35.50107,14,1
Lady Gaylord,Raymond Scott,0.5,0.432,8,-11.352,1,0.106,0.465,0.00681,0.316,0.936,169.788,62467,4,29.03367,4,0
La Bomba,Azul Azul,0.923,0.768,1,-7.321,1,0.0674,0.119,0,0.0689,0.96,94.013,123960,4,28.76193,6,1
Ichchha Kare Parandare,Kumar Sanu,0.553,0.471,0,-12.782,1,0.0731,0.496,0,0.138,0.596,140.238,260960,4,40.72847,14,0
Blue Virginia Blues,Larry Sparks,0.604,0.341,5,-13.1,1,0.048,0.804,8.17e-06,0.102,0.834,183.905,246267,4,25.15793,12,0
Knoc,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",0.939,0.486,7,-3.488,1,0.207,0.172,0,0.264,0.517,97.582,206547,4,59.7195,8,1
Joey,Sugarland,0.536,0.69,7,-4.841,1,0.0402,0.00132,0.000682,0.121,0.306,121.957,242120,4,75.7628,9,1
Whirlwound,Kelpe,0.514,0.621,4,-9.7,0,0.0434,0.0135,0.614,0.174,0.268,72.979,279347,4,51.0152,9,0
Orgullo De Metal,Marco Antonio Solís,0.486,0.521,0,-5.31,1,0.0295,0.143,4.36e-05,0.554,0.485,110.284,255813,3,26.91925,16,0
Secretaria De Turismo,Cadena Perpetua,0.378,0.99,0,-3.683,1,0.133,0.00436,1.09e-06,0.101,0.41,158.645,168120,4,28.29914,8,0
Waiting For You,Seal,0.635,0.656,5,-5.04,0,0.0403,0.042,0,0.115,0.579,99.049,223493,4,20.57985,11,1
Izzo (H.O.V.A.),JAY-Z,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,240627,4,20.11487,9,1
Eden Is Burning,Revolution Renaissance,0.557,0.863,3,-5.953,0,0.0428,0.00975,1.87e-05,0.137,0.453,130.011,316040,4,59.75732,9,0
Prayer,Disturbed,0.65,0.914,9,-4.672,1,0.0716,0.000642,1.23e-06,0.0251,0.586,99.107,218973,4,73.66092,8,1
Dumbledore's Foreboding,Nicholas Hooper,0.158,0.00712,8,-35.143,1,0.0389,0.923,0.959,0.0967,0.0601,132.005,78800,3,34.67439,5,0
Pop-Song,Kraut & Rüben,0.241,0.871,1,-5.273,1,0.0639,3.32e-05,0,0.104,0.591,190.378,155787,4,21.96035,10,0
Got Money,Lil Wayne Featuring T-Pain,0.692,0.661,7,-4.847,1,0.123,0.00188,0,0.676,0.703,82.479,244627,4,40.02293,9,1
Gal Yuh Ah Lead,T.O.K.,0.683,0.724,0,-4.839,0,0.282,0.275,0,0.065,0.691,98.711,212800,4,54.3297,10,1
Rock 'n' Roll Lány,Ossian,0.476,0.838,7,-4.265,1,0.0394,0.0305,0,0.115,0.464,77.898,224320,3,32.55066,8,0
Love,Keyshia Cole,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,255333,4,40.94984,12,1
Do I Make You Proud,Taylor Hicks,0.463,0.524,1,-8.207,1,0.0316,0.026,0,0.102,0.308,144.055,248693,4,37.8871,10,1
Just Like You,Three Days Grace,0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0,0.0696,0.565,177.9,186893,4,30.30675,11,1
Krishnanee Begane - Ragam: Yaman / Talam: Mishra Chapu (Purandaradasa),Lalgudi G. Jayaraman,0.346,0.338,1,-12.049,1,0.0528,0.992,0.774,0.285,0.417,157.249,295133,4,35.02441,11,0
"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,140733,4,50.20873,7,0
I Got You,Craig Morgan,0.588,0.702,3,-5.295,1,0.0269,0.316,0,0.189,0.597,106.052,233653,4,36.99818,13,1
"I Can See You, Can You See Me ?",Rex The Dog,0.717,0.787,11,-10.342,1,0.0495,0.0184,0.88,0.139,0.633,119.504,198013,4,44.23983,9,0
Hino De Devoção Ao Deus Da Guerra,Unearthly,0.196,0.372,4,-12.744,0,0.0387,0.63,0.899,0.116,0.0398,179.631,165750,3,82.67103,5,0
Anthem,Emancipator,0.467,0.517,10,-9.914,1,0.0366,0.785,0.936,0.0926,0.314,170.032,340000,4,23.35784,11,0
Gotta Find You,Joe Jonas,0.326,0.743,11,-5.139,1,0.0352,0.0491,0,0.0874,0.459,80.475,241867,4,43.51418,10,1
Speeding Cars,Imogen Heap,0.608,0.433,1,-7.289,1,0.0247,0.814,1.23e-06,0.0927,0.682,83.99,211747,4,53.1982,8,0
Figured You Out,Nickelback,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,228480,4,61.52162,11,1
"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.178,0.0135,7,-28.203,1,0.046,0.964,0.92,0.116,0.0392,47.37,118987,4,54.17633,5,0
Warborn,The Black Dahlia Murder,0.397,0.967,10,-3.942,0,0.0768,7.31e-06,0.107,0.0507,0.326,159.945,280213,3,40.3764,14,0
"Piano Sonata No. 17 In D Minor, Op. 31, No. 2 -""The Tempest"": 3. Allegretto - Live",Ludwig van Beethoven,0.227,0.113,7,-24.217,0,0.0397,0.984,0.911,0.0618,0.175,137.466,457200,4,39.77577,20,0
Riders of Doom,The Gates Of Slumber,0.256,0.799,1,-7.916,0,0.0699,0.00013,0.143,0.598,0.162,130.389,733206,4,38.66634,25,0
